Date,symbol,Open,High,Low,Close,Volume,Adj Close,Capital Gains
2023-10-05,AAMC,6.599999904632568,7.079999923706055,6.599999904632568,6.960000038146973,33800.0,,
2023-10-05,AAU,0.1400000005960464,0.1400000005960464,0.1299999952316284,0.1299999952316284,122400.0,,
2023-10-05,ACAQ,5.0,8.489999771118164,4.28000020980835,5.71999979019165,210500.0,,
2023-10-05,ACU,27.6299991607666,28.530000686645508,27.6299991607666,28.530000686645508,4200.0,,
2023-10-05,ADEX,10.670000076293944,10.729999542236328,10.670000076293944,10.729999542236328,800.0,,
2023-10-05,ADRT,12.010000228881836,12.300000190734863,12.010000228881836,12.109999656677246,7600.0,,
2023-10-05,AE,31.049999237060547,31.88999938964844,31.049999237060547,31.88999938964844,4200.0,,
2023-10-05,AEF,4.619999885559082,4.639999866485596,4.599999904632568,4.630000114440918,39900.0,,
2023-10-05,AEON,5.96999979019165,6.75,5.960000038146973,6.309999942779541,57500.0,,
2023-10-05,AGE,0.6700000166893005,0.7490000128746033,0.6100000143051147,0.7200000286102295,14500.0,,
2023-10-05,AIM,0.4399999976158142,0.4900000095367431,0.4300000071525574,0.4600000083446502,240100.0,,
2023-10-05,AINC,5.519999980926514,6.099999904632568,5.519999980926514,6.0,4000.0,,
2023-10-05,AIRI,2.700000047683716,2.990000009536743,2.700000047683716,2.859999895095825,2500.0,,
2023-10-05,AMBI,6.400000095367432,6.980000019073486,6.050000190734863,6.190000057220459,31700.0,,
2023-10-05,AMBO,0.163000002503395,0.1669999957084655,0.1280000060796737,0.1500000059604644,96600.0,,
2023-10-05,AMPE,3.9200000762939458,3.9700000286102295,3.559999942779541,3.569999933242798,16000.0,,
2023-10-05,AMS,2.490000009536743,2.7699999809265137,2.490000009536743,2.559999942779541,8200.0,,
2023-10-05,APT,4.119999885559082,4.210000038146973,4.099999904632568,4.119999885559082,25200.0,,
2023-10-05,AREN,4.409999847412109,4.599999904632568,4.409999847412109,4.53000020980835,35100.0,,
2023-10-05,ARMN,2.200000047683716,2.2899999618530273,2.200000047683716,2.2300000190734863,24200.0,,
2023-10-05,ARMP,2.75,2.75,2.5999999046325684,2.5999999046325684,24000.0,,
2023-10-05,ASM,0.4600000083446502,0.4699999988079071,0.4399999976158142,0.449999988079071,721600.0,,
2023-10-05,ASXC,0.2599999904632568,0.2899999916553497,0.2599999904632568,0.2800000011920929,1984000.0,,
2023-10-05,ATEK,10.789999961853027,10.789999961853027,10.789999961853027,10.789999961853027,0.0,,
2023-10-05,ATNM,5.71999979019165,6.130000114440918,5.599999904632568,6.079999923706055,185800.0,,
2023-10-05,AULT,0.3100000023841858,0.3899999856948852,0.2899999916553497,0.2899999916553497,9665800.0,,
2023-10-05,AULT-PD,18.127500534057617,19.0,18.0,18.780000686645508,3928.0,,
2023-10-05,AUMN,0.6100000143051147,0.6600000262260437,0.6000000238418579,0.6000000238418579,18900.0,,
2023-10-05,AUST,0.7400000095367432,0.7400000095367432,0.699999988079071,0.699999988079071,6000.0,,
2023-10-05,AWX,1.7799999713897705,1.8799999952316284,1.7599999904632568,1.8799999952316284,4400.0,,
2023-10-05,AZTR,1.399999976158142,1.5,1.399999976158142,1.5,600.0,,
2023-10-05,BACA,10.229999542236328,10.279999732971191,10.229999542236328,10.279999732971191,2300.0,,
2023-10-05,BATL,5.25,5.659999847412109,5.25,5.25,19700.0,,
2023-10-05,BCV,15.449999809265137,15.479999542236328,15.270000457763672,15.479999542236328,14100.0,,
2023-10-05,BCV-PA,21.850000381469727,21.981800079345703,21.81999969482422,21.950000762939453,1854.0,,
2023-10-05,BDL,32.2599983215332,32.650001525878906,31.420000076293945,31.420000076293945,7100.0,,
2023-10-05,BEEP,6.050000190734863,6.050000190734863,6.050000190734863,6.050000190734863,0.0,,
2023-10-05,BGI,4.429999828338623,4.670000076293945,4.190000057220459,4.260000228881836,28400.0,,
2023-10-05,BHB,23.61000061035156,24.299999237060547,23.61000061035156,24.219999313354492,37500.0,,
2023-10-05,BHM,12.350000381469728,13.18000030517578,12.350000381469728,13.050000190734863,11200.0,,
2023-10-05,BITE,10.46500015258789,10.46500015258789,10.46500015258789,10.46500015258789,0.0,,
2023-10-05,BKTI,12.68000030517578,12.779999732971191,12.109999656677246,12.779999732971191,3800.0,,
2023-10-05,BLUA,10.5600004196167,10.579999923706056,10.5600004196167,10.5600004196167,700.0,,
2023-10-05,BMTX,2.0999999046325684,2.1700000762939453,2.009999990463257,2.1700000762939453,18400.0,,
2023-10-05,BRBS,3.5399999618530273,4.329999923706055,3.5399999618530273,4.119999885559082,188500.0,,
2023-10-05,BRN,2.4800000190734863,2.5399999618530273,2.4700000286102295,2.490000009536743,11100.0,,
2023-10-05,BTG,2.8399999141693115,2.880000114440918,2.819999933242798,2.869999885559082,5202700.0,,
2023-10-05,BTTR,0.2249999940395355,0.2599999904632568,0.1899999976158142,0.2010000050067901,58742700.0,,
2023-10-05,BURU,0.3479999899864197,0.3479999899864197,0.3050000071525574,0.3300000131130218,423900.0,,
2023-10-05,CANF,2.390000104904175,2.390000104904175,2.390000104904175,2.390000104904175,900.0,,
2023-10-05,CATX,0.2899999916553497,0.3100000023841858,0.2899999916553497,0.2899999916553497,221400.0,,
2023-10-05,CCEL,5.400000095367432,5.400000095367432,4.849999904632568,4.849999904632568,24400.0,,
2023-10-05,CCF,127.12000274658205,127.37999725341795,127.0500030517578,127.0500030517578,212800.0,,
2023-10-05,CEI,0.270000010728836,0.3799999952316284,0.2599999904632568,0.3600000143051147,59522700.0,,
