Date,symbol,Open,High,Low,Close,Volume,Capital Gains,Adj Close
2023-10-05,A,112.08999633789062,112.23999786376952,108.7699966430664,110.3499984741211,1295700.0,,
2023-10-05,AA,27.1299991607666,27.299999237060547,26.450000762939453,26.530000686645508,4417200.0,,
2023-10-05,AAC,10.729999542236328,10.75,10.729999542236328,10.744999885559082,25500.0,,
2023-10-05,AACT,10.279999732971191,10.281000137329102,10.279999732971191,10.279999732971191,11500.0,,
2023-10-05,AAIC,4.170000076293945,4.300000190734863,4.170000076293945,4.269999980926514,83000.0,,
2023-10-05,AAIC-PB,19.484899520874023,19.484899520874023,19.484899520874023,19.484899520874023,0.0,,
2023-10-05,AAIC-PC,23.760000228881836,23.770000457763672,23.760000228881836,23.770000457763672,2066.0,,
2023-10-05,AAIN,23.3799991607666,23.5,23.3799991607666,23.5,4700.0,,
2023-10-05,AAN,9.68000030517578,9.829999923706056,9.609999656677246,9.81999969482422,418600.0,,
2023-10-05,AAP,51.810001373291016,53.61000061035156,51.029998779296875,52.959999084472656,2122300.0,,
2023-10-05,AAT,18.36000061035156,18.56999969482422,18.170000076293945,18.38999938964844,309600.0,,
2023-10-05,AB,30.459999084472656,31.049999237060547,30.459999084472656,30.950000762939453,234200.0,,
2023-10-05,ABBV,147.92999267578125,149.52999877929688,147.08999633789062,147.4499969482422,3599500.0,,
2023-10-05,ABEV,2.5399999618530273,2.5399999618530273,2.4700000286102295,2.490000009536743,20499600.0,,
2023-10-05,ABG,212.6300048828125,214.8500061035156,207.9600067138672,207.9900054931641,129500.0,,
2023-10-05,ABM,40.25,40.93000030517578,40.08000183105469,40.72999954223633,547900.0,,
2023-10-05,ABR,13.449999809265137,13.970000267028809,13.3100004196167,13.869999885559082,3841600.0,,
2023-10-05,ABR-PD,17.700000762939453,17.700000762939453,17.209999084472656,17.25,19775.0,,
2023-10-05,ABR-PE,18.06999969482422,18.06999969482422,17.114999771118164,17.114999771118164,745.0,,
2023-10-05,ABR-PF,17.950000762939453,18.40999984741211,17.950000762939453,18.34000015258789,16962.0,,
2023-10-05,ABT,95.76000213623048,96.69000244140624,95.0999984741211,96.1999969482422,5708300.0,,
2023-10-05,AC,35.20000076293945,35.63999938964844,35.130001068115234,35.150001525878906,7500.0,,
2023-10-05,ACA,70.62000274658203,71.56999969482422,70.4000015258789,70.87000274658203,265000.0,,
2023-10-05,ACCO,5.380000114440918,5.460000038146973,5.360000133514404,5.369999885559082,392300.0,,
2023-10-05,ACEL,10.65999984741211,10.8149995803833,10.619999885559082,10.760000228881836,262300.0,,
2023-10-05,ACHR,4.900000095367432,4.974999904632568,4.710000038146973,4.909999847412109,3679100.0,,
2023-10-05,ACI,22.969999313354492,23.030000686645508,22.790000915527344,22.81999969482422,2414100.0,,
2023-10-05,ACM,80.91999816894531,81.08000183105469,80.29000091552734,80.69999694824219,481500.0,,
2023-10-05,ACN,308.80999755859375,310.4100036621094,305.3699951171875,309.6600036621094,2095400.0,,
2023-10-05,ACP,6.199999809265137,6.230000019073486,6.119999885559082,6.139999866485596,480000.0,,
2023-10-05,ACP-PA,21.859100341796875,21.859100341796875,21.799999237060547,21.799999237060547,652.0,,
2023-10-05,ACR,8.210000038146973,8.619999885559082,8.210000038146973,8.210000038146973,4900.0,,
2023-10-05,ACR-PC,21.6200008392334,21.829999923706055,21.489999771118164,21.709999084472656,8421.0,,
2023-10-05,ACR-PD,17.93000030517578,18.399999618530273,17.75,17.809999465942383,7091.0,,
2023-10-05,ACRE,8.779999732971191,9.130000114440918,8.779999732971191,9.079999923706056,466700.0,,
2023-10-05,ACRO,10.289999961853027,10.289999961853027,10.289999961853027,10.289999961853027,0.0,,
2023-10-05,ACV,18.25,18.3700008392334,18.190000534057617,18.36000061035156,22600.0,,
2023-10-05,ADC,54.5,55.41999816894531,54.22999954223633,55.34000015258789,1064100.0,,
2023-10-05,ADC-PA,16.25670051574707,16.270000457763672,16.06999969482422,16.1200008392334,9074.0,,
2023-10-05,ADCT,0.8199999928474426,0.8870000243186951,0.8149999976158142,0.8600000143051147,95000.0,,
2023-10-05,ADM,73.43000030517578,73.87999725341797,72.98999786376953,73.12999725341797,1555800.0,,
2023-10-05,ADNT,35.66999816894531,36.029998779296875,34.66999816894531,35.060001373291016,674800.0,,
2023-10-05,ADT,6.199999809265137,6.448999881744385,6.150000095367432,6.409999847412109,3104100.0,,
2023-10-05,ADX,16.6200008392334,16.649999618530273,16.530000686645508,16.600000381469727,91300.0,,
2023-10-05,AEE,72.69999694824219,73.56999969482422,72.31999969482422,73.25,1728700.0,,
2023-10-05,AEFC,18.579999923706055,18.614999771118164,18.34000015258789,18.549999237060547,36900.0,,
2023-10-05,AEG,4.71999979019165,4.769999980926514,4.71999979019165,4.760000228881836,949700.0,,
2023-10-05,AEL,53.470001220703125,53.54999923706055,53.209999084472656,53.41999816894531,563300.0,,
2023-10-05,AEL-PA,21.739999771118164,21.81999969482422,21.549999237060547,21.56999969482422,18459.0,,
2023-10-05,AEL-PB,23.38999938964844,23.43000030517578,23.100000381469727,23.100000381469727,12863.0,,
2023-10-05,AEM,43.36000061035156,44.369998931884766,43.290000915527344,44.36000061035156,1756600.0,,
2023-10-05,AENZ,2.130000114440918,2.130000114440918,2.130000114440918,2.130000114440918,100.0,,
2023-10-05,AEO,16.450000762939453,16.469999313354492,16.040000915527344,16.200000762939453,3438000.0,,
2023-10-05,AER,58.459999084472656,59.47999954223633,58.2599983215332,59.220001220703125,1450500.0,,
