Date,symbol,Open,High,Low,Close,Volume,Adj Close
2023-10-05,AACG,1.100000023841858,1.1399999856948853,1.100000023841858,1.100000023841858,2200.0,
2023-10-05,AACI,10.760000228881836,10.760000228881836,10.760000228881836,10.760000228881836,100.0,
2023-10-05,AACIU,10.649999618530272,10.649999618530272,10.649999618530272,10.649999618530272,0.0,
2023-10-05,AADI,4.230000019073486,4.4070000648498535,4.150000095367432,4.369999885559082,87900.0,
2023-10-05,AAL,12.90999984741211,13.010000228881836,12.720000267028809,12.850000381469728,36257200.0,
2023-10-05,AAME,1.830000042915344,1.830000042915344,1.830000042915344,1.830000042915344,1400.0,
2023-10-05,AAOI,8.960000038146973,9.210000038146973,8.510000228881836,9.119999885559082,1839000.0,
2023-10-05,AAON,56.06999969482422,56.4900016784668,55.68000030517578,56.0099983215332,241500.0,
2023-10-05,AAPL,173.7899932861328,175.4499969482422,172.67999267578125,174.91000366210938,48494400.0,
2023-10-05,ABAT,7.239999771118164,7.448999881744385,7.010000228881836,7.159999847412109,110900.0,
2023-10-05,ABCB,37.20000076293945,38.040000915527344,37.13999938964844,37.88999938964844,477500.0,
2023-10-05,ABCL,4.429999828338623,4.510000228881836,4.340000152587891,4.420000076293945,1264300.0,
2023-10-05,ABCM,22.75,22.895000457763672,22.739999771118164,22.739999771118164,8658800.0,
2023-10-05,ABEO,4.159999847412109,4.349999904632568,4.010000228881836,4.300000190734863,153300.0,
2023-10-05,ABIO,2.0,2.049999952316284,2.0,2.049999952316284,9100.0,
2023-10-05,ABL,7.260000228881836,7.310999870300293,6.889999866485596,6.949999809265137,13600.0,
2023-10-05,ABLLW,0.3600000143051147,0.3899999856948852,0.270000010728836,0.3799999952316284,12479.0,
2023-10-05,ABLV,3.359999895095825,3.359999895095825,3.3499999046325684,3.3499999046325684,2200.0,
2023-10-05,ABNB,126.54000091552734,126.62000274658205,121.66999816894533,124.98999786376952,7628700.0,
2023-10-05,ABOS,4.159999847412109,4.480000019073486,4.139999866485596,4.480000019073486,441500.0,
2023-10-05,ABSI,1.2999999523162842,1.4299999475479126,1.2999999523162842,1.3700000047683716,297300.0,
2023-10-05,ABUS,1.8899999856948853,1.909999966621399,1.8700000047683716,1.899999976158142,589800.0,
2023-10-05,ABVC,0.8600000143051147,0.959999978542328,0.8600000143051147,0.8999999761581421,20300.0,
2023-10-05,ACAB,10.550000190734863,10.550000190734863,10.550000190734863,10.550000190734863,0.0,
2023-10-05,ACABU,10.56999969482422,10.56999969482422,10.56999969482422,10.56999969482422,0.0,
2023-10-05,ACAC,10.92099952697754,10.92099952697754,10.92099952697754,10.92099952697754,0.0,
2023-10-05,ACACU,10.970000267028809,10.970000267028809,10.970000267028809,10.970000267028809,0.0,
2023-10-04,ACACW,0.1099999994039535,0.1000000014901161,0.1000000014901161,0.1000000014901161,400.0,
2023-10-05,ACAD,21.6200008392334,22.020000457763672,21.479999542236328,21.959999084472656,1131200.0,
2023-10-05,ACAH,10.5,10.5600004196167,10.449999809265137,10.449999809265137,700.0,
2023-10-05,ACAHU,10.260000228881836,10.460000038146973,10.260000228881836,10.350000381469728,3700.0,
2023-10-05,ACAHW,0.0,0.0254999995231628,0.018300000578165,0.0254999995231628,230867.0,
2023-10-05,ACAX,10.510000228881836,10.600000381469728,10.510000228881836,10.600000381469728,2400.0,
2023-10-05,ACAXR,0.1800000071525573,0.1800000071525573,0.1800000071525573,0.1800000071525573,235.0,
2023-10-05,ACAXW,0.0305000003427267,0.0305000003427267,0.0305000003427267,0.0305000003427267,5128.0,
2023-10-05,ACB,0.5559999942779541,0.5799999833106995,0.5529999732971191,0.5669999718666077,6142800.0,
2023-10-05,ACBA,11.619999885559082,11.619999885559082,11.619999885559082,11.619999885559082,400.0,
2023-10-05,ACBAU,12.03499984741211,12.03499984741211,12.03499984741211,12.03499984741211,0.0,
2023-10-05,ACCD,8.930000305175781,9.229999542236328,8.180000305175781,8.470000267028809,2054300.0,
2023-10-05,ACDC,9.399999618530272,9.588000297546388,9.010000228881836,9.05500030517578,764400.0,
2023-10-05,ACDCW,0.0044999998062849,0.0046000001020729,0.0044999998062849,0.0044999998062849,10966.0,
2023-10-05,ACER,0.7900000214576721,0.800000011920929,0.75,0.75,55600.0,
2023-10-05,ACET,1.2799999713897705,1.350000023841858,1.2400000095367432,1.3200000524520874,271400.0,
2023-10-05,ACGL,80.88999938964844,81.80999755859375,80.69999694824219,81.63999938964844,1680600.0,
2023-10-05,ACGLN,17.0,17.148000717163086,16.889999389648438,17.049999237060547,27800.0,
2023-10-05,ACGLO,19.760000228881836,19.760000228881836,19.549999237060547,19.75,19500.0,
2023-10-05,ACHC,68.38999938964844,68.70999908447266,67.41999816894531,67.76000213623047,402100.0,
2023-10-05,ACHL,0.8700000047683716,0.8700000047683716,0.8370000123977661,0.8600000143051147,15600.0,
2023-10-05,ACHV,4.070000171661377,4.090000152587891,4.0,4.0,35000.0,
2023-10-05,ACIC,7.489999771118164,7.599999904632568,7.320000171661377,7.360000133514404,247200.0,
2023-10-05,ACIU,2.6500000953674316,2.6500000953674316,2.3399999141693115,2.490000009536743,116400.0,
2023-10-05,ACIW,20.8700008392334,21.149999618530273,20.700000762939453,21.030000686645508,532200.0,
2023-10-05,ACLS,160.36000061035156,162.27999877929688,157.57000732421875,158.94000244140625,347800.0,
2023-10-05,ACLX,34.040000915527344,35.79999923706055,33.7400016784668,35.099998474121094,380600.0,
2023-10-05,ACMR,18.0,18.149999618530273,17.1299991607666,17.299999237060547,793800.0,
